Ищет работу на должность:,Последнее/нынешнее место работы,Последняя/нынешняя должность,Обновление резюме,Авто,Образование,Пол,Возраст,Опыт работы (месяц),Город,Готовность к переезду,Готовность к командировкам,Занятость_полная занятость,Занятость_частичная занятость,Занятость_проектная работа,Занятость_волонтерство,Занятость_стажировка,График_полный день,График_сменный график,График_гибкий график,График_удалённая работа,График_вахтовый метод,salary_value,salary_cur_name,salary_currency,date_x,date_y,exchange_rate,ЗП (руб)
Аналитик,"ИНВИТРО, Независимая лаборатория, ООО",Маркетолог,2019-04-26,Не указано,высшее,Ж,25,57.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,True,False,False,60000.0,руб.,RUB,2019-04-26,,1.0,60000.0
"Ведущий бизнес-аналитик, бизнес-аналитик","ООО ""Аплана. Центр разработки""",Ведущий инженер-аналитик,2019-05-07,Не указано,высшее,М,55,168.0,Москва,False,True,True,False,True,False,False,True,False,True,False,False,115000.0,руб.,RUB,2019-05-07,,1.0,115000.0
Специалист по контенту,Международный аэропорт «Симферополь»,Агент по организации пассажирских авиаперевозок,2019-04-19,Не указано,высшее,Ж,27,32.0,другие,True,True,True,False,False,False,False,True,True,False,False,False,50000.0,руб.,RUB,2019-04-19,,1.0,50000.0
Программист Oracle,"Компания ""Новая Афина""",Специалист,2019-04-26,Имеется собственный автомобиль,высшее,М,45,277.0,Москва,False,False,True,True,True,False,False,True,True,True,False,False,150000.0,руб.,RUB,2019-04-26,,1.0,150000.0
Руководитель отдела электронной коммерции,"АО «Скоростные Магистрали»  / ОАО ""РЖД""","Эксперт-аналитик в области транспортных ИТ-сервисов, риск менеджер",2019-04-10,Имеется собственный автомобиль,высшее,М,32,151.0,другие,False,True,True,True,True,False,False,True,True,True,False,False,180000.0,руб.,RUB,2019-04-10,,1.0,180000.0
"ИТ-директор, руководитель проекта",МЧС России,Эксперт-аналитик,2019-04-27,Не указано,высшее,М,45,213.0,Москва,False,True,True,True,True,False,False,True,False,True,False,False,170000.0,руб.,RUB,2019-04-27,,1.0,170000.0
Аналитик,КСЕ,Аналитик по оптимизации бизнес - процессов,2019-05-07,Имеется собственный автомобиль,высшее,М,29,127.0,Москва,True,True,True,False,False,False,False,True,True,True,False,False,100000.0,руб.,RUB,2019-05-07,,1.0,100000.0
Инженер-программист,Кортеос,Программист,2019-02-11,Не указано,высшее,Ж,23,28.0,Москва,True,True,True,True,True,False,False,True,False,True,False,False,100000.0,руб.,RUB,2019-02-11,,1.0,100000.0
Web-программист,"ОАО ""Вагонная ремонтная компания -3""",Web-программист,2018-10-17,Не указано,высшее,М,35,160.0,Москва,False,True,False,True,False,False,False,False,True,True,False,False,50000.0,руб.,RUB,2018-10-17,,1.0,50000.0
Программист 1C,"ООО ""ОФХОРЕКА.РУ""",Программист,2019-04-25,Имеется собственный автомобиль,высшее,М,54,246.0,другие,False,False,True,True,False,False,False,True,True,True,False,False,120000.0,руб.,RUB,2019-04-25,,1.0,120000.0
Специалист по компьютерной технике,ООО ПРЕДПРИЯТИЕ КАРАТ-СВЯЗЬ,Монтажник,2019-04-07,Не указано,среднее специальное,М,24,45.0,город-миллионник,False,False,True,False,False,False,False,True,False,False,False,False,20000.0,руб.,RUB,2019-04-07,,1.0,20000.0
Инженер-электронщик схемотехник,"АО ""СКБ ПН""",Ведущий инженер-схемотехник,2019-04-27,Не указано,среднее специальное,М,51,326.0,Санкт-Петербург,False,False,False,True,True,False,False,False,True,True,False,False,80000.0,руб.,RUB,2019-04-27,,1.0,80000.0
Специалист по IT,Сервисный центр Хоум Маркет,Мастер,2019-04-19,Не указано,высшее,М,31,64.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,30000.0,руб.,RUB,2019-04-19,,1.0,30000.0
"Руководитель отдела ИТ, отдела системного администрирования, ИТ-директор","ООО ""АВТОКОННЕКС""",Ведущий системный администратор,2019-04-26,Не указано,высшее,М,45,180.0,Москва,True,True,True,True,True,False,False,True,True,True,False,True,80000.0,руб.,RUB,2019-04-26,,1.0,80000.0
"event менеджер,руководитель проекта",Mama's loft,Управляющий шоу-рума,2019-04-08,Не указано,высшее,Ж,25,56.0,Москва,True,True,True,False,False,False,False,True,False,False,False,False,50000.0,руб.,RUB,2019-04-08,,1.0,50000.0
IOS разработчик,Индивидуальное предпринимательство / частная практика / фриланс,IOS разработчик,2019-05-07,Не указано,высшее,М,38,19.0,Москва,True,True,True,False,False,False,False,True,False,False,False,False,80000.0,руб.,RUB,2019-05-07,,1.0,80000.0
Менеджер проекта,Smart Room Center Install Group,Менеджер службы снабжения,2019-04-26,Имеется собственный автомобиль,высшее,М,48,254.0,Москва,False,False,False,True,False,False,False,False,False,True,False,False,70000.0,руб.,RUB,2019-04-26,,1.0,70000.0
"Менеджер по развитию ИТ, цифровой трансформации, руководитель ИТ проектов","Петербургский Метрополитен, государственное унитарное предприятие",Главный менеджер по ИТ,2019-04-26,Не указано,высшее,М,40,239.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,True,False,False,135000.0,руб.,RUB,2019-04-26,,1.0,135000.0
Ведущий программист / Консультант 1C,АО “РТ-Финанс”,Главный специалист,2019-01-21,Не указано,высшее,М,40,241.0,Москва,False,False,True,False,False,False,False,True,False,False,False,False,210000.0,руб.,RUB,2019-01-21,,1.0,210000.0
Системный администратор,"Ростелеком, ЦГБ, ООО ""Союз""",Системный администратор,2019-04-25,Не указано,среднее специальное,М,26,52.0,другие,False,False,True,False,False,False,False,True,False,False,False,False,30000.0,руб.,RUB,2019-04-25,,1.0,30000.0
Специалист службы поддержки пользователей,Лицей 1451,Учитель-логопед,2019-04-06,Имеется собственный автомобиль,высшее,Ж,26,43.0,Москва,False,False,True,False,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-04-06,,1.0,40000.0
Инженер,АО «Информсвязь холдинг»,Ведущий инженер,2019-05-07,Не указано,среднее специальное,М,44,122.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,80000.0,руб.,RUB,2019-05-07,,1.0,80000.0
